Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;8;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8305;TECIDOS;17262;TECIDO;481279;APLICAÇÃO: CONFECÇÃO DE ROUPAS HOSPITALARES, COR: AZUL-CLARO, LARGURA: 1,40, MATERIAL: 100% ALGODÃO;M;5000,0000;18,0000;90000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;9;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8305;TECIDOS;17262;TECIDO;365724;APLICAÇÃO: CONFECÇÃO DE ROUPAS, CARACTERÍSTICAS ADICIONAIS: LOGOTIPO "UFMA-HOSPITAL UNIVERSITÁRIO", 30X30CM, COR: VERDE BANDEIRA, LARGURA: 1,60, MATERIAL: 100% ALGODÃO, TIPO: BRIM;M;5000,0000;45,0000;225000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;10;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8305;TECIDOS;17262;TECIDO;369900;CARACTERÍSTICAS ADICIONAIS: ESTAMPA INFANTIL/PERSONALIZADO CONFORME COR/MODELO, COR: VERDE ÁGUA, LARGURA: 80, MATERIAL: LÃ NATURAL, TIPO: FLANELADO;M;1000,0000;20,0000;20000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;11;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8305;TECIDOS;17262;TECIDO;329284;APLICAÇÃO: CONFECÇÃO DE ROUPAS, COR: AZUL ROYAL, LARGURA: 1,50, MATERIAL: 67% ALGODÃO E 33% POLIÉSTER, TIPO: OXFORDINE;M;3000,0000;17,0000;51000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;12;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;19713;LENÇOL CAMA;459617;CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 300, MATERIAL: PERCAL 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 0,52;UN;5000,0000;21,0000;105000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;13;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;19713;LENÇOL CAMA;459619;CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 300, MATERIAL: PERCAL 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 1,40;UN;3000,0000;23,0000;69000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;14;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;30095;VESTIMENTA HOSPITALAR;619996;BOLSO: NA BLUSA E NA CALÇA, CARACTERÍSTICA: C/ COR, UNISSEX, CARACTERÍSTICA BERMUDA / CALÇA: AJUSTÁVEL, ESTERILIDADE: REUTILIZÁVEL, GRAMATURA: MÍNIMO DE 260, MATERIAL: ALGODÃO E POLIÉSTER - TECIDO MISTO, TAMANHO: ADULTO EXTRA EXTRA GRANDE (XXG), TIPO: CALÇA E BLUSA, TIPO MANGA: CURTA;UN;1000,0000;56,0000;56000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;15;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;30095;VESTIMENTA HOSPITALAR;618192;BOLSO: NA BLUSA E NA CALÇA, CARACTERÍSTICA: C/ COR, UNISSEX, CARACTERÍSTICA BERMUDA / CALÇA: AJUSTÁVEL, ESTERILIDADE: REUTILIZÁVEL, GRAMATURA: MÍNIMO DE 200, MATERIAL: ALGODÃO E POLIÉSTER - TECIDO MISTO, TAMANHO: ADULTO GRANDE (G), TIPO: CALÇA E BLUSA, TIPO MANGA: LONGA;UN;1000,0000;56,0000;56000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;16;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;30095;VESTIMENTA HOSPITALAR;618191;BOLSO: NA BLUSA E NA CALÇA, CARACTERÍSTICA: C/ COR, UNISSEX, CARACTERÍSTICA BERMUDA / CALÇA: AJUSTÁVEL, ESTERILIDADE: REUTILIZÁVEL, GRAMATURA: MÍNIMO DE 200, MATERIAL: ALGODÃO E POLIÉSTER - TECIDO MISTO, TAMANHO: ADULTO MÉDIO (M), TIPO: CALÇA E BLUSA, TIPO MANGA: LONGA;UN;1000,0000;56,0000;56000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;17;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;30107;CAMPO CIRÚRGICO;607002;COR: C/ COR, DIMENSÕES: CERCA DE 60 X 60, ESTERILIDADE: ESTERILIZÁVEL, GRAMATURA: MÍNIMO DE 200, MATERIAL: 100% ALGODÃO, MODELO: DUPLO;UN;500,0000;21,0000;10500,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;18;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;30107;CAMPO CIRÚRGICO;607025;COR: C/ COR, DIMENSÕES: CERCA DE 75 X 75, ESTERILIDADE: ESTERILIZÁVEL, GRAMATURA: MÍNIMO DE 260, MATERIAL: 100% ALGODÃO, MODELO: DUPLO;UN;500,0000;27,5000;13750,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;19;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;19713;LENÇOL CAMA;459626;CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: LISTRADO, GRAMATURA MÍNIMA: 100, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: SEM ELÁSTICO;UN;5000,0000;18,0000;90000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;20;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1598;TINTA / PASTA SERIGRÁFICA;361537;APLICAÇÃO: TECIDOS ALGODÃO, MISTO OU SINTÉTICO SEM GOMA, COMPONENTES: À BASE RESINA ACRÍLICA NÃO TÓXICAS, COR: BRANCA, PRAZO VALIDADE: 24, TEMPO SECAGEM: 10 MIN, TIPO SECAGEM: AR;EMB;60,0000;75,0000;4500,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;21;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1598;TINTA / PASTA SERIGRÁFICA;366964;APLICAÇÃO: TECIDOS ALGODÃO, MISTO OU SINTÉTICO SEM GOMA, COMPONENTES: À BASE RESINA ACRÍLICA NÃO TÓXICAS, COR: VERDE BANDEIRA, PRAZO VALIDADE: 24, TEMPO SECAGEM: 10 MIN, TIPO SECAGEM: AR;EMB;60,0000;75,0000;4500,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;22;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1598;TINTA / PASTA SERIGRÁFICA;361541;APLICAÇÃO: TECIDOS ALGODÃO, MISTO OU SINTÉTICO SEM GOMA, COMPONENTES: À BASE RESINA ACRÍLICA NÃO TÓXICAS, COR: AZUL MÉDIO, PRAZO VALIDADE: 24, TEMPO SECAGEM: 10 MIN, TIPO SECAGEM: AR;EMB;60,0000;75,0000;4500,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;23;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1598;TINTA / PASTA SERIGRÁFICA;233009;APLICAÇÃO: TECIDO/VIDRO/PAPEL/PLÁSTICO E TELA DE METAL, ASPECTO FÍSICO: PASTOSO, COMPONENTES: ÁGUA/RESINA ACRÍLICA/PIGMENTOS INORGÂNICOS/CARGAS, COR: VERMELHO CLARO, PRAZO VALIDADE: 6, TEMPO SECAGEM: 5 MIN, TIPO SECAGEM: AR, VISCOSIDADE: 80.000 A 95.000, ÍNDICE ACIDEZ: 8,50 A 9,50 TQ;EMB;60,0000;75,0000;4500,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;24;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8315;MIUDEZAS E AVIAMENTOS PARA COSTURA;1485;TESOURA COSTURA;603865;CARACTERÍSTICAS ADICIONAIS: BORRACHA, COMPRIMENTO: 24, MATERIAL: LÃMINA TITÃNIO, TAMANHO: 9;UN;20,0000;60,0000;1200,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;25;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8315;MIUDEZAS E AVIAMENTOS PARA COSTURA;1541;FITA MÉTRICA COSTURA;223918;COMPRIMENTO: 150, COR: AMARELA, MATERIAL: POLIÉSTER E FIBRA VIDRO;UN;50,0000;8,5000;425,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;26;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8315;MIUDEZAS E AVIAMENTOS PARA COSTURA;1537;ZÍPER;603790;MATERIAL: 100% POLIÉSTER, TAMANHO: 20;UN;100,0000;2,5000;250,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;27;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;8315;MIUDEZAS E AVIAMENTOS PARA COSTURA;17635;CURSOR PARA ZÍPER;611853;COR: AZUL MARINHO, MATERIAL: ZAMAK, TAMANHO: PARA ZÍPER Nº 05;UN;500,0000;2,1000;1050,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;28;Material;925778-22/2026;Material de vestuários, tecidos, aviamentos;Catálogo do Compras.gov.br;Material;9330;ARTIGOS DE PLÁSTICO;4149;CAIXA PLÁSTICA;484432;ALTURA 01: 4,9, APLICAÇÃO: MULTIUSO, CARACTERÍSTICAS ADICIONAIS: 25 DIVISÕES FIXAS, COMPRIMENTO: 24, COR: INCOLOR, LARGURA: 33, MATERIAL: PLÁSTICO RESISTENTE, TRANSMITÂNCIA: TRANSPARENTE;UN;20,0000;28,0000;560,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;29;Serviço;925778-21/2026;Locação de Equipamentos para Laboratório;Catálogo do Compras.gov.br;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;14206;LOCAÇÃO DE EQUIPAMENTO DE LABORATÓRIO;-;1,0000;1740000,0000;1740000,0000;0,0000;30/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;31;Serviço;925778-19/2026;Cooperativa;Catálogo do Compras.gov.br;Serviço;959;SERVIÇOS FORNECIDOS POR OUTRAS ORGANIZAÇÕES DA SOCIEDADE(ASSOCIAÇÕES);;;;;-;0,0000;0,0000;750000,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;32;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;;;;;-;0,0000;0,0000;180000,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;33;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;11521;REAGENTE PARA DIAGNÓSTICO CLÍNICO 4;396946;APRESENTAÇÃO: TESTE, MÉTODO: COLORIMÉTRICO, TIPO: CONJUNTO COMPLETO, TIPO DE ANÁLISE: QUALITATIVO DE UREASE;FR;150,0000;2,1000;315,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;34;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;18996;INDICADOR QUÍMICO;332343;APRESENTAÇÃO: FITA ADESIVA, CARACTERÍSTICAS ADICIONAIS: PARA ESTERILIZAÇÃO A VAPOR, CLASSE: CLASSE I, TIPO USO: EXTERNO;UN;50,0000;3,8300;191,5000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;35;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;18996;INDICADOR QUÍMICO;340811;APRESENTAÇÃO: PACOTE PARA TESTE, CARACTERÍSTICAS ADICIONAIS: PARA ESTERILIZAÇÃO A VAPOR, CLASSE: CLASSE II, COMPONENTES ADICIONAIS: ALERTA E INDICADOR DE PROCESSO, TIPO: BOWIE DICK, TIPO USO: INTERNO;UN;160,0000;12,5000;2000,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;36;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;18984;REAGENTE PARA DIAGNÓSTICO CLÍNICO 5;381391;APRESENTAÇÃO: TIRA, CARACTERÍSTICAS ADICIONAIS: CAPILAR, VENOSO, ARTERIAL OU NEONATAL, TIPO DE ANÁLISE: QUANTITATIVO DE GLICOSE;UN;15000,0000;0,1700;2550,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;37;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;18996;INDICADOR QUÍMICO;332346;APRESENTAÇÃO: TIRA DE PAPEL, CARACTERÍSTICAS ADICIONAIS: PARA ESTERILIZAÇÃO A VAPOR, CLASSE: CLASSE V, TIPO: INTEGRADOR, TIPO USO: INTERNO;UN;465,0000;0,2000;93,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;38;Material;925778-18/2026;Reagentes;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;18997;INDICADOR BIOLÓGICO;339648;APLICAÇÃO: PARA ESTERILIZAÇÃO A VAPOR, APRESENTAÇÃO: AUTOCONTIDO, AMPOLA COM MEIO DE CULTURA, CARACTERÍSTICAS ADICIONAIS: RESPOSTA EM 1 HORA, ESPÉCIE: BACILLUS STEAROTHERMOPHILLUS, TIPO: TERCEIRA GERAÇÃO;UN;150,0000;39,0000;5850,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;39;Material;925778-17/2026;curativos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;18085;ALGODÃO USO MÉDICO;279726;APRESENTAÇÃO: EM MANTAS, CARACTERÍSTICAS ADICIONAIS: ENROLADO EM PAPEL APROPRIADO, ESTERILIDADE: NÃO ESTÉRIL, MATERIAL: ALVEJADO, PURIFICADO, ISENTO DE IMPUREZAS, TIPO: HIDRÓFILO, TIPO EMBALAGEM: EMBALAGEM INDIVIDUAL;EMB;1500,0000;7,6400;11460,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;40;Material;925778-17/2026;curativos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;18085;ALGODÃO USO MÉDICO;279726;APRESENTAÇÃO: EM MANTAS, CARACTERÍSTICAS ADICIONAIS: ENROLADO EM PAPEL APROPRIADO, ESTERILIDADE: NÃO ESTÉRIL, MATERIAL: ALVEJADO, PURIFICADO, ISENTO DE IMPUREZAS, TIPO: HIDRÓFILO, TIPO EMBALAGEM: EMBALAGEM INDIVIDUAL;EMB;1500,0000;14,5000;21750,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;41;Material;925778-17/2026;curativos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;18085;ALGODÃO USO MÉDICO;279726;APRESENTAÇÃO: EM MANTAS, CARACTERÍSTICAS ADICIONAIS: ENROLADO EM PAPEL APROPRIADO, ESTERILIDADE: NÃO ESTÉRIL, MATERIAL: ALVEJADO, PURIFICADO, ISENTO DE IMPUREZAS, TIPO: HIDRÓFILO, TIPO EMBALAGEM: EMBALAGEM INDIVIDUAL;EMB;1500,0000;14,5000;21750,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;42;Material;925778-17/2026;curativos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;3104;ATADURA;460136;DIMENSÕES: 15, EMBALAGEM: EMBALAGEM INDIVIDUAL, ESTERILIDADE: ESTÉRIL, USO ÚNICO, MATERIAL 1: 100% ALGODÃO, TIPO 1: CREPOM;RO;1300,0000;0,6600;858,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;43;Material;925778-17/2026;curativos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;3104;ATADURA;460134;DIMENSÕES: 20, EMBALAGEM: EMBALAGEM INDIVIDUAL, ESTERILIDADE: ESTÉRIL, USO ÚNICO, MATERIAL 1: 100% ALGODÃO, TIPO 1: CREPOM;RO;1500,0000;0,7500;1125,0000;0,0000;31/12/2026
ERN - HOSPITAL DR JOSÉ PEDRO BEZERRA DE NATAL;925778;44;Material;925778-17/2026;curativos;Catálogo do Compras.gov.br;Material;6510;MATERIAIS CIRÚRGICOS PARA CURATIVOS;3104;ATADURA;460133;DIMENSÕES: 10, EMBALAGEM: EMBALAGEM INDIVIDUAL, ESTERILIDADE: ESTÉRIL, USO ÚNICO, MATERIAL 1: 100% ALGODÃO, TIPO 1: CREPOM;RO;1355,0000;0,4500;609,7500;0,0000;31/12/2026
