Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;14;Material;931528-103/2026;PATRIMONIO - CEQUIP Aquisição de equipamentos hospitalares;Catálogo do Compras.gov.br;Material;8120;CILINDROS COMERCIAIS E INDUSTRIAIS PARA GASES;1178;CILINDRO GÁS;482803;CAPACIDADE ARMAZENAGEM: 10, CARACTERÍSTICAS ADICIONAIS: COM REGULADOR DE PRESSÃO 0-4 L/MIN, MATERIAL: ALUMÍNIO, TIPO GÁS: OXIGÊNIO;UN;2,0000;2278,9600;4557,9200;0,0000;21/09/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;15;Material;931528-103/2026;PATRIMONIO - CEQUIP Aquisição de equipamentos hospitalares;Catálogo do Compras.gov.br;Material;8120;CILINDROS COMERCIAIS E INDUSTRIAIS PARA GASES;1178;CILINDRO GÁS;482803;CAPACIDADE ARMAZENAGEM: 10, CARACTERÍSTICAS ADICIONAIS: COM REGULADOR DE PRESSÃO 0-4 L/MIN, MATERIAL: ALUMÍNIO, TIPO GÁS: OXIGÊNIO;UN;2,0000;2309,0000;4618,0000;0,0000;21/09/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;38;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463938;ADICIONAL: CABEÇA, APRESENTAÇÃO: NATURAL, TIPO: ALHO;EMB;15000,0000;2,6700;40050,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;16;Material;931528-102/2026;PATRIMÔNIO - Equipamentos Segurança, prevenção e combate a Incêndio;Catálogo do Compras.gov.br;Material;9320;ARTIGOS DE BORRACHA;8958;LUVA BORRACHA;355688;CARACTERÍSTICAS ADICIONAIS: PALMA ANTIDERRAPANTE, INTERIOR EM ALGODÃO FLOCADO, MATERIAL: BORRACHA NITRÍLICA, TAMANHO: MÉDIO;PAR;10,0000;14,6600;146,6000;0,0000;21/09/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;17;Material;931528-102/2026;PATRIMÔNIO - Equipamentos Segurança, prevenção e combate a Incêndio;Catálogo do Compras.gov.br;Material;9320;ARTIGOS DE BORRACHA;8958;LUVA BORRACHA;304366;CARACTERÍSTICAS ADICIONAIS: ISOLAÇÃO 500V, CLASSE 00, TIPO II, COR: PRETA, MATERIAL: LÁTEX NATURAL, TAMANHO: 9,5, USO: ELETRICISTA, TAMANHO CANO: LONGO, FORMATO: ANATÔMICO;PAR;1,0000;309,9000;309,9000;0,0000;21/09/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;18;Material;931528-102/2026;PATRIMÔNIO - Equipamentos Segurança, prevenção e combate a Incêndio;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;5022;CINTO SEGURANÇA;296587;CARACTERÍSTICAS ADICIONAIS: 02 ARGOLAS FIXAS EM AÇO FORJADO E TALABASTE, COMPRIMENTO: 1,50, LARGURA: 5, MATERIAL: COURO, REVESTIMENTO INTERNO: ALMOFADA;UN;2,0000;255,6200;511,2400;0,0000;21/09/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;19;Material;931528-102/2026;PATRIMÔNIO - Equipamentos Segurança, prevenção e combate a Incêndio;Catálogo do Compras.gov.br;Material;9320;ARTIGOS DE BORRACHA;15299;LUVA ISOLANTE;614889;CARACTERÍSTICAS ADICIONAIS: CLASSE 2, PARA ALTA TENSÃO 20KV, COR: PRETA, MATERIAL: BORRACHA;PAR;1,0000;173,8500;173,8500;0,0000;21/09/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;20;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8040;ADESIVOS;11348;ADESIVO CONEXÃO HIDRÁULICA;268188;CARACTERÍSTICAS ADICIONAIS: COLAGEM ULTRA RÁPIDA, COMPOSIÇÃO: BISNAGAS DUPLAS PARA MISTURA INSTANTÂNEA, APLICAÇÃO: TUBOS E CONEXÕES DE PVC, APRESENTAÇÃO: BISNAGA;UN;5,0000;41,8900;209,4500;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;21;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8040;ADESIVOS;11348;ADESIVO CONEXÃO HIDRÁULICA;371114;CARACTERÍSTICAS ADICIONAIS: AQUATHERM, COMPOSIÇÃO: CPVC;UN;20,0000;53,9700;1079,4000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;22;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;17408;TAMPÃO CONEXÃO;262838;DIÂMETRO: 100, MATERIAL: PVC - CLORETO DE POLIVINILA, TIPO ROSCA: SOLDÁVEL, USO: SANITÁRIO;UN;10,0000;14,9000;149,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;23;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;17408;TAMPÃO CONEXÃO;611289;CARACTERÍSTICAS ADICIONAIS: NORMA ABNT NBR 5648 SOLDAVEL, COR: MARROM, DIÂMETRO: 110, MATERIAL: PVC - CLORETO DE POLIVINILA, TIPO CONEXÃO: CAP, USO: INSTALAÇÕES HIDRÁULICAS;UN;5,0000;18,6700;93,3500;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;24;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8040;ADESIVOS;13894;COLA;477252;COMPOSIÇÃO: RESINA EPÓXI, COR: INCOLOR, TIPO: ESTER VINILICA, TRANSMITÂNCIA: TRANSPARENTE;UN;5,0000;24,7000;123,5000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;25;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;554;CADEADO;256231;LARGURA: 20, MATERIAL: LATÃO MACIÇO, MATERIAL HASTE: AÇO TEMPERADO, ALTURA CORPO: 22,50, QUANTIDADE PINOS: 4, ESPESSURA: 3,50;UN;2,0000;16,3000;32,6000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;26;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;554;CADEADO;252324;ALTURA: 30, COR: AMARELA, LARGURA: 30, MATERIAL: LATÃO MACIÇO, MATERIAL HASTE: AÇO GALVANIZADO, ALTURA CORPO: 55, ALTURA HASTE: 25;UN;1,0000;23,7000;23,7000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;27;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;554;CADEADO;253602;ALTURA: 55, LARGURA: 40, MATERIAL: LATÃO MACIÇO, MATERIAL HASTE: AÇO INOXIDÁVEL, ALTURA CORPO: 34, ALTURA HASTE: 27, QUANTIDADE PINOS: 4, DIÂMETRO HASTE: 4;UN;1,0000;39,9000;39,9000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;28;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;554;CADEADO;420635;ALTURA: 50, CARACTERÍSTICAS ADICIONAIS: 4 PINOS, LARGURA: 27, MATERIAL: LATÃO MACIÇO, MATERIAL HASTE: AÇO INOXIDÁVEL;UN;1,0000;42,6600;42,6600;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;29;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;9150;ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS  HIDRÁULICOS;14780;DESENGRIMPANTE;602645;APLICAÇÃO: USO GERAL, APRESENTAÇÃO: SPRAY, COMPOSIÇÃO: BASE SINTÉTICA BIODEGRADÁVEL;UN;5,0000;28,0000;140,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;30;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8040;ADESIVOS;17252;ADESIVO VEDA-CALHA;411787;APLICAÇÃO: CALHAS, TELHAS, RUFOS, PINGADEIRA, ASPECTO FÍSICO: FITA, CARACTERÍSTICAS ADICIONAIS: IMPERMEÁVEL, LARGURA: 20, MATERIAL: POLIETILENO A BÁSE DE BETUME ASFÁLTICO MODIFICADO;BIS;2,0000;119,9000;239,8000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;31;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;11017;PONTEIRA;602861;APLICAÇÃO: PARAFUSADEIRA, CARACTERÍSTICAS ADICIONAIS: 5 PEÇAS PH2 ACOMPANHA ESTOJO, MATERIAL: AÇO, TIPO PONTA: PHILIPS;UN;4,0000;25,9000;103,6000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;32;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1508;MASSA CORRIDA;275188;COMPOSIÇÃO BÁSICA: RESINA ACRÍLICA, SOLUBILIDADE: ÁGUA, TEMPO SECAGEM: 3, MÉTODO APLICAÇÃO: COM ESPÁTULA, APLICAÇÃO: IMPERFEIÇÃO SUPERFÍCIE INTERNA PARA PINTURA;EMB;1,0000;241,6700;241,6700;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;33;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8310;FIOS E LINHAS;7533;FIO ELETRICO;261621;BITOLA: 4, COR: VERDE, MATERIAL CONDUTOR: COBRE, MATERIAL ISOLAMENTO: PVC, TIPO: FLEXÍVEL;M;300,0000;2,7000;810,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;34;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8310;FIOS E LINHAS;7533;FIO ELETRICO;416520;BITOLA: 6, COR: VERDE, MATERIAL CONDUTOR: COBRE, MATERIAL ISOLAMENTO: PVC, TENSÃO: 750, TIPO: FLEXÍVEL;M;300,0000;3,7500;1125,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;35;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8310;FIOS E LINHAS;7533;FIO ELETRICO;416518;BITOLA: 6, COR: AZUL, MATERIAL CONDUTOR: COBRE, MATERIAL ISOLAMENTO: PVC, TENSÃO: 750, TIPO: FLEXÍVEL;M;300,0000;3,7500;1125,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;36;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;8310;FIOS E LINHAS;7533;FIO ELETRICO;265375;BITOLA: 6, COR: VERMELHO, MATERIAL CONDUTOR: COBRE, MATERIAL ISOLAMENTO: PVC, TENSÃO: 750, TIPO: FLEXÍVEL / CABINHO;M;300,0000;3,7500;1125,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;37;Material;931528-101/2026;PATRIMÔNIO - MANUTENÇÃO - Aquisição de Materiais;Catálogo do Compras.gov.br;Material;9140;ÓLEOS COMBUSTÍVEIS;609;GRAXA;233181;CARACTERÍSTICAS ADICIONAIS: NÃO APLICÁVEL, TIPO ADITIVOS: ANTICORROSIVO/ANTIOXIDANTE/ADESIVIDADE/ANTI-FERRU-, TIPO BASE: ÓLEO MINERAL, TIPO ESPESSANTE: LÍTIO, APLICAÇÃO: AUTOMOTIVA;BD;1,0000;679,7300;679,7300;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;39;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463901;ADICIONAL: ORGÂNICO, APRESENTAÇÃO: NATURAL, TIPO: HORTELÃ;KG;1500,0000;1,5000;2250,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;40;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463876;APRESENTAÇÃO: NATURAL, TIPO: COENTRO;KG;750,0000;6,0000;4500,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;41;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463880;ADICIONAL: ORGÂNICO, APRESENTAÇÃO: NATURAL, TIPO: CEBOLINHA;KG;1500,0000;6,0000;9000,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;42;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463856;APRESENTAÇÃO: DESIDRATADO, TIPO: ALECRIM;KG;26,0000;3,2800;85,2800;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;43;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463857;APRESENTAÇÃO: PÓ, TIPO: AÇAFRÃO;KG;20,0000;31,5000;630,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;44;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;19774;CONDIMENTO;463893;APRESENTAÇÃO: PÓ, TIPO: CÚRCUMA;KG;20,0000;29,4900;589,8000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;45;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;944;ÁGUA COCO;307147;CARACTERÍSTICAS ADICIONAIS: EMBALAGEM TIPO LONGA VIDA, PRAZO VALIDADE: 3 (ABERTO), MATERIAL: ÁGUA CÔCO VERDE;UN;3000,0000;5,9900;17970,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;46;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;944;ÁGUA COCO;217771;PRAZO VALIDADE: 3 (ABERTO), MATERIAL: ÁGUA CÔCO VERDE;UN;3000,0000;5,9900;17970,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;47;Material;931528-100/2026;NUTRIÇÃO Gêneros alimentícios - perecíveis;Catálogo do Compras.gov.br;Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;445485;MATERIAL EMBALAGEM: PLÁSTICO, TIPO: SEM GÁS, TIPO EMBALAGEM: RETORNÁVEL;GRR;7500,0000;25,0000;187500,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;48;Material;931528-99/2026;NUTRIÇÃO Gêneros alimentícios - não perecíveis.;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;4805;CHÁ ALIMENTAÇÃO;305800;APRESENTAÇÃO: SACHÊ, TIPO: CHÁ DE BOLDO, USO: ALIMENTÍCIO;CX;500,0000;4,2900;2145,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;49;Material;931528-99/2026;NUTRIÇÃO Gêneros alimentícios - não perecíveis.;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;4805;CHÁ ALIMENTAÇÃO;305799;APRESENTAÇÃO: SAQUINHOS DE 10G, TIPO: CHÁ DE HORTELÃ, USO: ALIMENTÍCIO;CX;500,0000;4,2900;2145,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;50;Material;931528-99/2026;NUTRIÇÃO Gêneros alimentícios - não perecíveis.;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;4805;CHÁ ALIMENTAÇÃO;256089;APRESENTAÇÃO: SAQUINHOS DE 15G, TIPO: CHA DE CAMOMILA, USO: ALIMENTÍCIO;CX;500,0000;4,2900;2145,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;51;Material;931528-99/2026;NUTRIÇÃO Gêneros alimentícios - não perecíveis.;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;4805;CHÁ ALIMENTAÇÃO;305797;APRESENTAÇÃO: SAQUINHOS DE 10G, TIPO: ERVA DOCE, USO: ALIMENTÍCIO;CX;500,0000;4,2900;2145,0000;0,0000;21/12/2026
HOSPITAL DA MULHER PARTEIRA MARIA CORREIA/RN;931528;52;Material;931528-99/2026;NUTRIÇÃO Gêneros alimentícios - não perecíveis.;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;4805;CHÁ ALIMENTAÇÃO;305794;APRESENTAÇÃO: SAQUINHOS DE 10G, TIPO: ERVA CIDREIRA, USO: ALIMENTÍCIO;CX;500,0000;4,2900;2145,0000;0,0000;21/12/2026
