Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;15;Material;925551-38/2026;Aquisição de ferragens, material elétrico e de carpintaria;Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;19;Serviço;925551-34/2026;Contratação de serviços de dedetização e lavagem de caixa de água;Catálogo do Compras.gov.br;Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;-;12,0000;7500,0000;90000,0000;0,0000;30/03/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;20;Material;925551-33/2026;Aquisição de material elétrico, hidráulico e tintas;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;75000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;24;Serviço;925551-29/2026;Contratação de comodato em insumos e reagentes para realização de hemoculturas;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;19020;LABORATÓRIO - ANÁLISE MICROBIOLÓGICA;-;1600,0000;56,2500;90000,0000;0,0000;30/04/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;27;Serviço;925551-26/2026;Contratação de empresa para fornecimento de nutrição parenteral (NPT);Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;6351;NUTRIÇÃO PARENTERAL E ENTERAL - PROCEDIMENTOS  CLÍNICOS /   CIRÚRGICOS EM PACIENTES INTERNADOS.;-;12,0000;35000,0000;420000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;31;Serviço;925551-22/2026;Contratação de serviços especializados de exames laboratoriais terceirizados;Catálogo do Compras.gov.br;Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;;;-;0,0000;0,0000;245000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;35;Material;925551-19/2026;Aquisição de mobiliário geral e hospitalar;Catálogo do Compras.gov.br;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;;;;;-;0,0000;0,0000;60000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;36;Material;925551-19/2026;Aquisição de mobiliário geral e hospitalar;Catálogo do Compras.gov.br;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;40;Serviço;925551-16/2026;Contratação de empresa para sucção, remoção, transporte e destinação final de dejetos humanos;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;14044;ROÇADA / LIMPEZA DE ÁREA - MECANIZADA / MANUAL;-;6,0000;15000,0000;90000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;41;Serviço;925551-16/2026;Contratação de empresa para sucção, remoção, transporte e destinação final de dejetos humanos;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;16527;LIMPEZA DE FOSSA / ESGOTO / BOCA DE LOBO;-;16,0000;10000,0000;160000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;58;Serviço;925551-9/2026;Serviço de fornecimento de refeições preparadas tipo buffet;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;;;-;0,0000;0,0000;31000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;59;Serviço;925551-8/2026;Contratação de serviços gráficos;Catálogo do Compras.gov.br;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;;;-;0,0000;0,0000;25000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;73;Material;925551-52/2026;Aquisição de brinquedos e material de terapia ocupacional;Catálogo do Compras.gov.br;Material;7820;JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODAS;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;16;Material;925551-37/2026;Aquisição de material de manutenção predial;Catálogo do Compras.gov.br;Material;5680;MATERIAIS DIVERSOS PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;120000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;17;Material;925551-36/2026;Aquisição de material para instalações hidrossanitárias;Catálogo do Compras.gov.br;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;;;;;-;0,0000;0,0000;75000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;18;Material;925551-35/2026;Aquisição de ar condicionados;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;;;-;0,0000;0,0000;120000,0000;0,0000;30/10/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;48;Material;925551-11/2026;Aquisição de tecidos, aviamentos e enxovais hospitalares;Catálogo do Compras.gov.br;Material;8305;TECIDOS;;;;;-;0,0000;0,0000;600000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;21;Serviço;925551-32/2026;Construção da casa de apoio do Hospital Pediátrico Maria Alice Fernandes;Catálogo do Compras.gov.br;Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;;;-;0,0000;0,0000;1500000,0000;0,0000;31/12/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;22;Serviço;925551-31/2026;Contração de exames de ecocardiográficos, holter e MAPA;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;;;-;0,0000;0,0000;30000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;23;Serviço;925551-30/2026;Serviços de realização de exames anátomopatológicos e de líquidos corporais;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;6742;EXAME ANATOMO PATOLÓGICO POR ÓRGÃO - BÍOPSIA OU BÍOPSIA ASPIRATIVA;-;1,0000;85000,0000;85000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;25;Serviço;925551-28/2026;Contratação de serviço de esterilização a baixa temperatura;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;15237;ESTERILIZAÇÃO;-;250,0000;300,0000;75000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;26;Serviço;925551-27/2026;Contratação de empresa especializada em exames de Raios X via PACS;Catálogo do Compras.gov.br;Serviço;931;SERVIÇOS DE SAÚDE HUMANA;;;18252;RADIOLOGIA GERAL;-;12,0000;7916,0000;94992,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;28;Serviço;925551-25/2026;Contratação de empresa para manutenção em equipamento de gasometria arterial;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;5428;MANUTENÇÃO APARELHOS MÉDICOS - HOSPITALARES;-;12,0000;8750,0000;105000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;29;Serviço;925551-24/2026;Contratação de empresa especializada na manutenção de grupo gerador de energia;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;2356;MANUTENÇÃO DE GRUPOS DIESEL GERADOR DE EMERGÊNCIA;-;32,0000;2125,0000;68000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;30;Serviço;925551-23/2026;Contratação de controle interno e externo de qualidade laboratorial;Catálogo do Compras.gov.br;Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;19127;CONTROLE QUALIDADE - LABORATÓRIO;-;12,0000;1000,0000;12000,0000;0,0000;30/04/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;32;Serviço;925551-21/2026;Serviços de locação e manutenção de grupos geradores de energia;Catálogo do Compras.gov.br;Serviço;731;SERVIÇOS DE LEASING OU ALUGUEL VEÍCULOS A MOTOR, FERROVIÁRIOEMBARCAÇÕES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;;;21679;LOCAÇÃO GERADOR ELÉTRICO;-;1,0000;180000,0000;180000,0000;0,0000;20/05/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;33;Soluções de TIC;925551-20/2026;Locação de impressora e softwares;Catálogo do Compras.gov.br;Serviço;172;SERVIÇOS DE PESQUISA,ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIADA INFORMAÇÃO E COMUNICAÇÃO (TIC);;;27324;SERVIÇOS DE PESQUISA, ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO (TIC);-;1,0000;125000,0000;125000,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;34;Soluções de TIC;925551-20/2026;Locação de impressora e softwares;Catálogo do Compras.gov.br;Serviço;172;SERVIÇOS DE PESQUISA,ANÁLISE E DESENVOLVIMENTO EM TECNOLOGIADA INFORMAÇÃO E COMUNICAÇÃO (TIC);;;;;-;0,0000;0,0000;9500,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;37;Soluções de TIC;925551-18/2026;Locação de impressoras, serviços de tecnologia da informação e gestão de arquivos e bancos de dados;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;24996;SERVIÇOS ACESSÓRIOS E COMPLEMENTARES EM ATIVIDADES DE ADMINISTRAÇÃO, RECURSOS HUMANOS E RECURSOS FINANCEIROS.;-;1,0000;200000,0000;200000,0000;0,0000;30/11/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;38;Soluções de TIC;925551-18/2026;Locação de impressoras, serviços de tecnologia da informação e gestão de arquivos e bancos de dados;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;17167;ARMAZENAMENTO / GUARDA / CONSERVAÇÃO / DISTRIBUIÇÃO - MERCA-DORIA , BENS , ALIMENTO , OBJETOS;-;1,0000;175000,0000;175000,0000;0,0000;30/11/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;39;Serviço;925551-17/2026;Contratação de empresa especializada na lavagem de enxoval hospitalar;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;19542;PRESTAÇÃO DE SERVIÇOS DE LAVANDERIA;-;19500,0000;36,9300;720135,0000;0,0000;30/12/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;42;Material;925551-15/2026;Aquisição de equipamentos biomédicos;Catálogo do Compras.gov.br;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;6807;EQUIPAMENTO PARA TESTE EMISSÃO OTOACÚSTICA;;;-;0,0000;0,0000;60000,0000;0,0000;20/08/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;43;Material;925551-15/2026;Aquisição de equipamentos biomédicos;Catálogo do Compras.gov.br;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;7145;APARELHO ULTRASSONOGRAFIA;;;-;0,0000;0,0000;95000,0000;0,0000;20/08/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;44;Material;925551-15/2026;Aquisição de equipamentos biomédicos;Catálogo do Compras.gov.br;Material;8115;CAIXAS, CAIXOTES E ENGRADADOS;;;;;-;0,0000;0,0000;6000,0000;0,0000;20/08/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;46;Material;925551-13/2026;Aquisição de material de descartável;Catálogo do Compras.gov.br;Material;8135;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;-;0,0000;0,0000;480000,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;47;Material;925551-12/2026;Aquisição de material de higiene, limpeza e conservação de ambientes;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;;;;;-;0,0000;0,0000;450000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;49;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;2048;MATERIAL P/ VNI - CPAP / BIPAP;;;-;0,0000;0,0000;11600,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;50;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;11700;REANIMADOR MANUAL;;;-;0,0000;0,0000;24000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;51;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;19953;SUPERFÍCIE DE SUPORTE - COXIM USO EM SAÚDE;;;-;0,0000;0,0000;30000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;52;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;7407;MATERIAL PARA ÓRTESE ORTOPÉDICA;;;-;0,0000;0,0000;5000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;53;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;30164;CIRCUITO RESPIRATÓRIO;;;-;0,0000;0,0000;70000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;54;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;3579;PLACA ELETROCIRÚRGICA;;;-;0,0000;0,0000;210000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;55;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;290000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;56;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13552;MONITOR MULTIPARÂMETRO;;;-;0,0000;0,0000;510000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;57;Material;925551-10/2026;Aquisição de material médico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;3500000,0000;0,0000;30/09/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;61;Material;925551-7/2026;Aquisição de material de expediente;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;15900;MOBILIÁRIO ESPECIAL USO HOSPITALAR;;;-;0,0000;0,0000;10000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;62;Material;925551-6/2026;Aquisição de mobiliário de escritório;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;1454;QUADRO BRANCO;;;-;0,0000;0,0000;4000,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;63;Material;925551-6/2026;Aquisição de mobiliário de escritório;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;;;-;0,0000;0,0000;15600,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;64;Material;925551-6/2026;Aquisição de mobiliário de escritório;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;4000,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;65;Material;925551-6/2026;Aquisição de mobiliário de escritório;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;17955;MESA;;;-;0,0000;0,0000;2000,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;66;Material;925551-6/2026;Aquisição de mobiliário de escritório;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;14242;MÓDULO DE TRABALHO PARA ESCRITÓRIO;;;-;0,0000;0,0000;1000,0000;0,0000;30/07/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;69;Serviço;925551-2/2026;Contratação de bombas de seringa em regime de comodato;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;2758;BOMBA DE INFUSÃO;;;-;0,0000;0,0000;380000,0000;0,0000;03/02/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;70;Material;925551-3/2026;Aquisição de material de laboratório de análises clínicas, microbiologia e agência transfusional;Catálogo do Compras.gov.br;Material;6550;SUBSTÂNCIAS PARA DIAGNÓSTICO "IN VITRO",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE;;;;;-;0,0000;0,0000;160000,0000;0,0000;30/06/2026
ERN - HOSPITAL MARIA ALICE FERNANDES;925551;72;Material;925551-5/2026;Aquisição de insumos e acessórios de tecnologia da informação (TI);Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;90000,0000;0,0000;30/10/2026
