Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;7;Material;927848-30/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;527;AGITADOR MECÂNICO;431143;ADICIONAL: PLATAFORMA CERCA DE 35 X 45 CM, AJUSTE: AJUSTE DIGITAL, C/ PAINEL DE CONTROLE, ROTAÇÃO: ATÉ 99, TIPO: HORIZONTAL;UN;1,0000;900,0000;900,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;8;Material;927848-30/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;8493;CENTRÍFUGA;411577;ADICIONAL: ALARME BALANCEAMENTO, AJUSTE: DIGITAL, MICROPROCESSADA, CAPACIDADE: ATÉ 28 UNIDADES, COMPONENTES: C/ ADAPTADORES TUBOS 10, 15, 50, 100 ML, ROTAÇÃO: ATÉ 5000, TEMPERATURA: CONTROLE TEMPERATURA ATÉ 40, TEMPORIZAÇÃO: TEMPORIZADOR ATÉ 99, TIPO: PARA TUBOS, VOLUME: ATÉ 100;UN;2,0000;15000,0000;30000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;9;Material;927848-30/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;7059;MICROSCÓPIO;601089;ADICIONAL: INCLINAÇÃO ATÉ 45°, ROTAÇÃO DE 360°, AUMENTO: OBJETIVAS ATÉ 100X, ZOOM ATÉ 1600X, COMPONENTES: ILUMINAÇÃO EM LED, TIPO: BINOCULAR, TIPO DE ANÁLISE: ÓTICO;UN;2,0000;10000,0000;20000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;10;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;13426;LÂMINA LABORATÓRIO;424933;ADICIONAL: PARA HISTOLOGIA, APLICAÇÃO: PREPARADA, DIMENSÕES: CERCA DE 75 X 25, MATERIAL: VIDRO, TIPO*: CONJUNTO C/ ATÉ 50 PEÇAS;UN;400,0000;40,0000;16000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;11;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;4300;CÁLICE;414616;ADICIONAL: COM ORLA E BICO, CAPACIDADE: 125, MATERIAL: VIDRO, TIPO USO: SEDIMENTAÇÃO DE FEZES;UN;10,0000;40,0000;400,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;12;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;17489;CUBA LABORATÓRIO;606218;ACESSÓRIOS: C/ TAMPA, CAPACIDADE: ATÉ 10 LÂMINAS, MATERIAL: VIDRO, TIPO: VERTICAL;UN;2,0000;80,0000;160,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;13;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;8637;LAMÍNULA;410220;DIMENSÕES: CERCA DE 20 X 25, FORMATO: PARA CÂMARA DE CONTAGEM, MATERIAL: VIDRO;UN;100,0000;1,0000;100,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;14;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;8874;PIPETA;423975;CAPACIDADE: 3, MATERIAL: PLÁSTICO, TIPO: PASTEUR, TIPO USO: DESCARTÁVEL;UN;3000,0000;1,4000;4200,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;15;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9748;MICROPIPETA;424823;ADICIONAL: AUTOCLAVÁVEL, AJUSTE: VOLUME FIXO, CAPACIDADE ASPIRAÇÃO: ATÉ 500, COMPONENTES: COM EJETOR DE PONTEIRA, SUPORTE, TIPO*: MONOCANAL, MECÂNICA;UN;1,0000;700,0000;700,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;16;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9748;MICROPIPETA;424102;ADICIONAL: AUTOCLAVÁVEL, AJUSTE: VOLUME FIXO, CAPACIDADE ASPIRAÇÃO: ATÉ 100, COMPONENTES: COM EJETOR DE PONTEIRA, SUPORTE, TIPO*: MONOCANAL, MECÂNICA;UN;1,0000;700,0000;700,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;17;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9748;MICROPIPETA;424101;ADICIONAL: AUTOCLAVÁVEL, AJUSTE: VOLUME FIXO, CAPACIDADE ASPIRAÇÃO: ATÉ 200, COMPONENTES: COM EJETOR DE PONTEIRA, SUPORTE, TIPO*: MONOCANAL, MECÂNICA;UN;1,0000;700,0000;700,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;39;Material;927848-27/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;220000,0000;0,0000;01/12/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;18;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9748;MICROPIPETA;411743;ADICIONAL: AUTOCLAVÁVEL, AJUSTE: VOLUME FIXO, CAPACIDADE ASPIRAÇÃO: ATÉ 1000, COMPONENTES: COM EJETOR DE PONTEIRA, SUPORTE, TIPO*: MONOCANAL, MECÂNICA;UN;1,0000;700,0000;700,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;19;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9748;MICROPIPETA;411017;ADICIONAL: AUTOCLAVÁVEL, AJUSTE: VOLUME FIXO, CAPACIDADE ASPIRAÇÃO: ATÉ 50, COMPONENTES: COM EJETOR DE PONTEIRA, SUPORTE, TIPO*: MONOCANAL, MECÂNICA;UN;1,0000;700,0000;700,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;20;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9748;MICROPIPETA;411015;ADICIONAL: AUTOCLAVÁVEL, AJUSTE: VOLUME FIXO, CAPACIDADE ASPIRAÇÃO: ATÉ 10, COMPONENTES: COM EJETOR DE PONTEIRA, SUPORTE, TIPO*: MONOCANAL, MECÂNICA;UN;1,0000;700,0000;700,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;21;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;16365;CONTADOR DE CÉLULAS;419221;ADICIONAL: C/ ALARME, SISTEMA SEGURANÇA, AJUSTE: AJUSTE MECÂNICO, COM VISOR DIGITAL, CAPACIDADE: ATÉ 10 TIPOS CELULARES, MEMÓRIA: ATÉ 100 CONTAGENS, OUTROS COMPONENTES: C/ CONTAGEM RELATIVA E ABSOLUTA, TIPO: P/ CÉLULAS SANGUÍNEAS;UN;1,0000;500,0000;500,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;22;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;7094;ESTANTE TUBO ENSAIO;429241;CAPACIDADE*: ATÉ 90 UNIDADES, DIÂMETRO TUBO: PARA TUBOS ATÉ 15, MATERIAL: PLÁSTICO;UN;5,0000;25,0000;125,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;23;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;7094;ESTANTE TUBO ENSAIO;419114;CAPACIDADE*: ATÉ 15 UNIDADES, DIÂMETRO TUBO: PARA TUBOS ATÉ 15, MATERIAL: PLÁSTICO;UN;5,0000;25,0000;125,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;24;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;10848;PLACA LABORATÓRIO;412677;CAPACIDADE: 12 POÇOS, MATERIAL: VIDRO, TIPO: KLINE;UN;5,0000;100,0000;500,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;25;Material;927848-29/2026;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;;;;;-;0,0000;0,0000;15500,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;26;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;449625;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM CITRATO DE SÓDIO 3,2%, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 1,8;UN;15000,0000;0,7000;10500,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;27;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;432071;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM FLUORETO DE SÓDIO, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 4;UN;2000,0000;1,0000;2000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;28;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;386979;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM CITRATO DE SÓDIO 3,2%, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 4;UN;5000,0000;0,6300;3150,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;29;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;377427;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: SEM ADITIVOS, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 5;UN;500,0000;0,8000;400,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;30;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;376832;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM ATIVADOR DE COÁGULO E GEL SEPARADOR, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 8;UN;12000,0000;0,8600;10320,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;31;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;376210;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM ATIVADOR DE COÁGULO E GEL SEPARADOR, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: MICROCOLETA DE SANGUE, VOLUME: 0,5;UN;1000,0000;0,5000;500,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;32;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;375911;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM ATIVADOR DE COÁGULO E GEL SEPARADOR, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 5;UN;20000,0000;1,0000;20000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;33;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;375901;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM EDTA-K3, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: MICROCOLETA DE SANGUE, VOLUME: 2;UN;20000,0000;0,5500;11000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;34;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;372340;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM EDTA-K3, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: COLETA DE SANGUE, VOLUME: 4;UN;10000,0000;0,8000;8000,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;64;Material;927848-10/2026;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;Catálogo do Compras.gov.br;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/09/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;35;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;13092;TUBO PARA COLETA DE AMOSTRA BIOLÓGICA;372338;CARACTERÍSTICA ADICIONAL: À VÁCUO, COMPONENTES: COM EDTA-K3, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, MATERIAL: PLÁSTICO, USO: MICROCOLETA DE SANGUE, VOLUME: 0,5;UN;1000,0000;0,6000;600,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;36;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;19965;CURATIVO CUTÂNEO;483362;APRESENTAÇÃO: EMBALAGEM INDIVIDUAL, COMPONENTE 1: C/ ALMOFADA FIBRA SINTÉTICA, COMPONENTE 2: BASE ADESIVA, DIMENSÃO: CERCA DE  2,5, ESTERILIDADE: ESTÉRIL, MODELO: TIPO PÓS - PUNÇÃO;UN;20000,0000;0,0600;1200,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;37;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;7936;GARROTE;445581;APRESENTAÇÃO: EM ROLO, PRÉ CORTADA, EMBALAGEM DISPENSADORA, DIMENSÕES: CERCA DE 2,5 X 35, MATERIAL*: BORRACHA NATURAL, LÁTEX, TIPO USO: USO ÚNICO, TIPO*: TIPO FITA;UN;10,0000;45,0000;450,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;38;Material;927848-28/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;7936;GARROTE;445576;COMPONENTE ADICIONAL: C/ SISTEMA DE TRAVA EM PLÁSTICO, MATERIAL*: FAIXA ELÁSTICA, TAMANHO: TAMANHO ADULTO, TIPO USO: REUTILIZÁVEL;UN;15,0000;15,0000;225,0000;0,0000;30/11/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;40;Material;927848-26/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;100000,0000;0,0000;01/12/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;41;Material;927848-25/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;200000,0000;0,0000;01/12/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;42;Material;927848-24/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;250000,0000;0,0000;01/12/2026
ERN - HOSPITAL COLÔNIA DR. JOÃO MACHADO;927848;43;Material;927848-23/2026;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;30096;AGULHA PUNÇÃO ÓSSEA;611087;APLICAÇÃO: INTRAÓSSEA / MEDULA ÓSSEA, COMPONENTE 1: C/ MANDRIL, COMPONENTE 2: C/ AJUSTE DE PROFUNDIDADE, COMPONENTE 3: CONECTOR LUER, DIMENSÕES: CERCA DE 16 G X 5 CM, EMBALAGEM: INDIVIDUAL, ESTERILIDADE: ESTERILIZÁVEL, MATERIAL AGULHA: AÇO INOXIDÁVEL, MODELO: P/ ASPIRAÇÃO, BIÓPSIA, TIPO: OSGOOD;UN;45,0000;60,0000;2700,0000;0,0000;30/11/2026
